nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0102327	Robert F. Boyle	1909	2010	art_director,production_designer,art_department	tt0058329,tt0053125,tt0067093,tt0056869
nm0092268	Thomas Narcejac	1908	1998	writer	tt0052357,tt0116095,tt0046911,tt0053459
nm0092267	Pierre Boileau	1906	1989	writer	tt0052357,tt0046911,tt0116095,tt0053459
nm0853138	Samuel A. Taylor	1912	2000	writer,director	tt0047437,tt0052357,tt0049170,tt0114319
nm0178785	Alec Coppel	1907	1972	writer,miscellaneous	tt0045607,tt0044928,tt0047072,tt0052357
nm0375738	Tom Helmore	1904	1995	actor	tt0054387,tt1090685,tt0051074,tt0052357
nm0000895	Barbara Bel Geddes	1922	2005	actress,soundtrack	tt0042832,tt0052357,tt0040221,tt0077000
nm0001571	Kim Novak	1933	\N	actress,costume_department,soundtrack	tt0058265,tt0052357,tt0048491,tt0051406
nm0027173	Maxwell Anderson	1888	1959	writer,soundtrack,music_department	tt0051207,tt0020629,tt0119643,tt0040506
nm0005849	Harold Rosson	1895	1988	cinematographer,camera_department,assistant_director	tt0032138,tt0045152,tt0042208,tt0027657
nm0006085	Arthur Freed	1894	1973	soundtrack,producer,music_department	tt0043278,tt0045152,tt0053125,tt0110413
nm0337582	Adolph Green	1914	2002	soundtrack,writer,music_department	tt0045537,tt0048216,tt0045152,tt0041716
nm0173679	Betty Comden	1917	2006	soundtrack,writer,music_department	tt0045152,tt0041716,tt0045537,tt0048216
nm0002045	Stanley Donen	1924	2019	director,miscellaneous,producer	tt0050419,tt0045152,tt0056923,tt0062407
nm0353405	Jean Hagen	1923	1977	actress,soundtrack	tt0041090,tt0045410,tt0045152,tt0042208
nm0001666	Debbie Reynolds	1932	2016	actress,soundtrack,writer	tt0119360,tt0045152,tt0051051,tt0058708
nm0640307	Donald O'Connor	1925	2003	actor,soundtrack,director	tt0045152,tt0045899,tt0045592,tt0031088
nm0000037	Gene Kelly	1912	1996	soundtrack,actor,miscellaneous	tt0041716,tt0043278,tt0045152,tt0053946
nm0269751	Adrienne Fazan	1906	1986	editor	tt0045152,tt0051658,tt0043278,tt0025493
nm0448809	Mollie Kent	\N	\N	script_department,writer	tt0050295,tt0064418,tt0051885,tt0050737
nm0219670	Roger Q. Denny	\N	\N	writer,director	tt0844342,tt1523482,tt0350692,tt0240595
nm0002144	John Houseman	1902	1988	actor,producer,miscellaneous	tt0073631,tt0070509,tt0080749,tt0073802
nm0542534	Herman J. Mankiewicz	1897	1953	writer,producer,actor	tt0035211,tt0031500,tt0020135,tt0033467
nm0001547	Agnes Moorehead	1900	1974	actress,soundtrack,miscellaneous	tt0033467,tt0058213,tt0057733,tt0035015
nm0173827	Dorothy Comingore	1913	1971	actress,soundtrack	tt0030007,tt0033467,tt0032296,tt0031733
nm0001072	Joseph Cotten	1905	1994	actor,soundtrack,writer	tt0036855,tt0033467,tt0070723,tt0041959
nm0000080	Orson Welles	1915	1985	actor,director,writer	tt0052311,tt0040525,tt0057427,tt0033467
nm0005904	Gregg Toland	1904	1948	cinematographer,camera_department,director	tt0032145,tt0032551,tt0036868,tt0033467
nm0266239	Paul Falkenberg	1903	1986	editor,producer,director	tt0023649,tt0030118,tt0022100,tt0208574
nm0005922	Fritz Arno Wagner	1894	1958	cinematographer,camera_department,actor	tt0022100,tt0011703,tt0013442,tt0023563
nm0414825	Egon Jacobsohn	1895	\N	writer	tt4968640
nm0902376	Thea von Harbou	1888	1954	writer,director	tt0019901,tt0022100,tt0019415,tt0017136
nm0000485	Fritz Lang	1890	1976	director,writer,producer	tt0019415,tt0022100,tt0017136,tt0057345
nm0921532	Otto Wernicke	1893	1965	actor,director,soundtrack	tt0023563,tt0028064,tt0022100,tt0036443
nm0484737	Inge Landgut	1922	1986	actress	tt0033633,tt0025218,tt0022100,tt0021836
nm0927145	Ellen Widmann	1894	1985	actress	tt0022100,tt13848544,tt0342686,tt0317305
nm0000048	Peter Lorre	1904	1964	actor,soundtrack,writer	tt0036613,tt0022100,tt0033870,tt0034583
nm0005219	Mike Medavoy	1941	\N	producer,actor,executive	tt0443706,tt1130884,tt0482546,tt0947798
nm1329482	Bradley J. Fischer	\N	\N	producer,executive	tt7798634,tt9777666,tt0443706,tt1034415
nm1212331	Dennis Lehane	1965	\N	writer,producer,actor	tt2361317,tt1600196,tt1130884,tt0327056
nm0436164	Laeta Kalogridis	1965	\N	writer,producer,script_department	tt0437086,tt1340138,tt1130884,tt0346491
nm0607865	Emily Mortimer	1971	\N	actress,writer,producer	tt0805564,tt0800241,tt5028340,tt0416320
nm1103781	Arnold Messer	\N	\N	producer,executive	tt1130884,tt0947798,tt0443706,tt0382992
nm0228492	Steve Ditko	1927	2018	writer,producer,miscellaneous	tt0316654,tt10872600,tt2250912,tt0145487
nm1273099	Erik Sommers	\N	\N	producer,writer,miscellaneous	tt10872600,tt6320628,tt5095030,tt2250912
nm0571344	Chris McKenna	\N	\N	producer,writer,miscellaneous	tt1439629,tt6320628,tt2250912,tt10872600
nm1218281	Jon Watts	1981	\N	director,producer,writer	tt3813310,tt0203119,tt2250912,tt1717499
nm8188622	Jacob Batalon	1996	\N	actor	tt6320628,tt10872600,tt2250912,tt4154756
nm1212722	Benedict Cumberbatch	1976	\N	actor,producer,soundtrack	tt1322269,tt1170358,tt2084970,tt1408101
nm3918035	Zendaya	1996	\N	actress,producer,sound_department	tt12676326,tt2250912,tt6320628,tt1485796
nm4043618	Tom Holland	1996	\N	actor,director,producer	tt2250912,tt1649419,tt3498820,tt6320628
nm0270559	Kevin Feige	1973	\N	producer,miscellaneous,production_manager	tt2015381,tt1825683,tt9376612,tt4154796
nm0729304	Jonas Rivera	\N	\N	producer,miscellaneous,actor	tt1049413,tt2948372,tt2096673,tt1979376
nm0565336	Tom McCarthy	1966	\N	actor,producer,writer	tt1606392,tt0340377,tt0857191,tt1895587
nm0677037	Bob Peterson	1961	\N	actor,writer,miscellaneous	tt0266543,tt0198781,tt1049413,tt2277860
nm0001626	Christopher Plummer	1929	2021	actor,soundtrack,producer	tt0140352,tt3704050,tt5294550,tt1532503
nm0001652	John Ratzenberger	1947	\N	actor,director,soundtrack	tt0910970,tt0083399,tt0114709,tt0317219
nm2973712	Jordan Nagai	2000	\N	actor	tt0096697,tt1485814,tt1590977,tt1049413
nm0000799	Edward Asner	1929	2021	actor,producer,soundtrack	tt1049413,tt0061619,tt0319343,tt0065314
nm0634530	Kevin Nolting	\N	\N	editorial_department,editor,director	tt0093692,tt2096673,tt1049413,tt2948372
nm0515201	Jean-Louis Livi	1941	\N	producer,actor,miscellaneous	tt1156143,tt10272386,tt0105682,tt0450664
nm10663088	Simon Friend	\N	\N	producer,writer	tt20215356,tt13437728,tt10272386
nm0136260	Philippe Carcassonne	1955	\N	producer,actor,composer	tt0117477,tt1035736,tt2103267,tt10272386
nm0358960	Christopher Hampton	1946	\N	writer,soundtrack,producer	tt0783233,tt0094947,tt10272386,tt0258068
nm1725469	Florian Zeller	1979	\N	writer,director,actor	tt14458442,tt10272386
nm0931404	Olivia Williams	1968	\N	actress,soundtrack	tt1174732,tt1139328,tt0167404,tt0128445
nm0309693	Mark Gatiss	1966	\N	actor,writer,producer	tt7230406,tt1475582,tt5083738,tt0184135
nm1469236	Olivia Colman	1974	\N	actress,producer,soundtrack	tt1204340,tt3464902,tt5083738,tt9100054
nm0661406	David Parfitt	1958	\N	actor,producer,miscellaneous	tt10272386,tt0138097,tt0107616,tt1655420
nm2110175	Joey McFarland	\N	\N	producer,writer	tt0993846,tt1206543,tt1528854,tt2096672
nm4265383	Riza Aziz	\N	\N	producer	tt0993846,tt1528071,tt1720616,tt1206543
nm0067789	Jordan Belfort	1962	\N	producer,writer,actor	tt0993846,tt0115709,tt0116182,tt0113067
nm1010540	Terence Winter	1960	\N	producer,writer,actor	tt0993846,tt0430308,tt0141842,tt0979432
nm3053338	Margot Robbie	1990	\N	actress,producer,executive	tt1386697,tt7713068,tt0993846,tt5580036
nm1706767	Jonah Hill	1983	\N	actor,producer,writer	tt1210166,tt2294449,tt1232829,tt0993846
nm0863374	Emma Tillinger Koskoff	\N	\N	producer,miscellaneous,actress	tt0490215,tt0993846,tt1302006,tt7286456
nm1146016	Satyajit Pande	\N	\N	cinematographer,camera_department	tt1821480,tt0169102,tt5074352,tt8110330
nm0251416	Ehsaan Noorani	\N	\N	composer,soundtrack,music_department	tt2372678,tt2356180,tt0347304,tt1188996
nm0523415	Loy Mendonsa	\N	\N	soundtrack,composer,music_department	tt2372678,tt1188996,tt0347304,tt2356180
nm0536708	Shankar Mahadevan	1967	\N	music_department,soundtrack,composer	tt0347304,tt0292490,tt2356180,tt1188996
nm1244760	Amole Gupte	1962	\N	actor,writer,director	tt1907761,tt1274295,tt7291466,tt0986264
nm1479650	Vipin Sharma	1962	\N	actor,editor,writer	tt5461944,tt0986264,tt1620933,tt1954470
nm1538116	Tisca Chopra	1973	\N	actress,writer,producer	tt9094282,tt6289266,tt3337550,tt0986264
nm2594301	Darsheel Safary	1997	\N	actor	tt21108830,tt0986264,tt15684298,tt1605790
nm0080289	Deepa Bhatia	\N	\N	editor,producer,editorial_department	tt1188996,tt2213054,tt0986264,tt3405236
nm0001980	Carter Burwell	1954	\N	composer,music_department,soundtrack	tt0116282,tt5027774,tt2402927,tt1403865
nm0748784	Scott Rudin	1958	\N	producer,miscellaneous,casting_director	tt1285016,tt4925292,tt0120382,tt0477348
nm0001054	Joel Coen	1954	\N	producer,writer,director	tt0101410,tt2042568,tt6412452,tt10095582
nm0001053	Ethan Coen	1957	\N	producer,writer,director	tt6412452,tt0116282,tt1019452,tt2042568
nm0000437	Woody Harrelson	1961	\N	actor,producer,soundtrack	tt0110632,tt0117318,tt2356777,tt1156398
nm0000982	Josh Brolin	1968	\N	actor,producer,writer	tt0477348,tt4154796,tt1791528,tt4154756
nm0000849	Javier Bardem	1969	\N	actor,producer,soundtrack	tt0369702,tt1074638,tt0477348,tt1164999
nm0000169	Tommy Lee Jones	1946	\N	actor,director,soundtrack	tt0106977,tt2398231,tt0477348,tt0443272
nm0339351	Jonny Greenwood	1971	\N	soundtrack,composer,actor	tt5776858,tt0469494,tt10293406,tt1560747
nm0783280	JoAnne Sellar	\N	\N	producer,miscellaneous	tt11271038,tt0118749,tt0469494,tt5776858
nm0526917	Daniel Lupi	\N	\N	producer,production_manager,miscellaneous	tt11271038,tt0443272,tt5776858,tt0469494
nm0801737	Upton Sinclair	1878	1968	writer,producer	tt0023685,tt0469494,tt0011475,tt11823258
nm0000759	Paul Thomas Anderson	1970	\N	director,writer,producer	tt0118749,tt11271038,tt0469494,tt0272338
nm2872491	Martin Stringer	\N	\N	actor	tt0469494
nm0001354	Ciarán Hinds	1953	\N	actor,soundtrack	tt1596365,tt12789558,tt1201607,tt1340800
nm0200452	Paul Dano	1984	\N	actor,soundtrack,producer	tt0469494,tt0903657,tt0449059,tt2024544
nm0000358	Daniel Day-Lewis	1957	\N	actor,music_department,soundtrack	tt0217505,tt0104691,tt0469494,tt5776858
nm0005696	Robert Elswit	1950	\N	cinematographer,visual_effects,camera_department	tt2872718,tt0433383,tt0469494,tt0272338
nm0868872	Frida Torresblanco	\N	\N	producer,miscellaneous,assistant_director	tt0457430,tt6108178,tt0364961,tt1929308
nm0622838	Bertha Navarro	\N	\N	producer,director,actress	tt0104029,tt0256009,tt0457430,tt6833964
nm0190859	Alfonso Cuarón	1961	\N	writer,producer,director	tt1454468,tt6155172,tt0245574,tt0206634
nm1973308	Álvaro Augustin	\N	\N	producer	tt0457430,tt0464141,tt1649419,tt1242422
nm0868219	Guillermo del Toro	1964	\N	writer,producer,director	tt1663662,tt5580390,tt0457430,tt0167190
nm0893941	Maribel Verdú	1970	\N	actress,soundtrack	tt0457430,tt0109373,tt1854513,tt0245574
nm0530365	Sergi López	1965	\N	actor,soundtrack	tt0216800,tt0301199,tt0204709,tt0457430
nm0317725	Ariadna Gil	1969	\N	actress,director,writer	tt0395119,tt0103791,tt0265436,tt0457430
nm1419440	Ivana Baquero	1994	\N	actress	tt1051220,tt11649338,tt0457430,tt8961508
nm0622782	Javier Navarrete	1956	\N	composer,music_department,soundtrack	tt0457430,tt1531901,tt1646987,tt0494238
nm0384294	Grant Hill	\N	\N	producer,production_manager,location_management	tt1371111,tt0478304,tt0120338,tt0120863
nm2331222	David Lloyd	1950	\N	writer,art_department,script_department	tt0434409,tt1599373,tt5338592,tt1118134
nm0574625	James McTeigue	\N	\N	director,assistant_director,producer	tt0434409,tt1486192,tt1186367,tt3247714
nm0001653	Stephen Rea	1946	\N	actor,writer,soundtrack	tt0434409,tt0104036,tt1496025,tt0110148
nm0001291	Rupert Graves	1963	\N	actor,writer,director	tt0795368,tt0093512,tt0434409,tt1475582
nm0827869	Tom Stern	1946	\N	camera_department,cinematographer,director	tt0418689,tt0498380,tt0824747,tt0327056
nm0742347	Tom Rosenberg	\N	\N	producer,executive,actor	tt0475944,tt6306064,tt0405159,tt0137363
nm0101801	F.X. Toole	1930	2002	writer	tt0059296,tt0405159
nm0353673	Paul Haggis	1953	\N	writer,producer,miscellaneous	tt0108756,tt0478134,tt0405159,tt0375679
nm0059431	Jay Baruchel	1982	\N	actor,writer,producer	tt1245492,tt1456635,tt0892769,tt0963966
nm0005476	Hilary Swank	1974	\N	actress,producer,soundtrack	tt0171804,tt2398231,tt0431308,tt0405159
nm0185088	Joel Cox	1942	\N	editor,editorial_department,music_department	tt0327056,tt0498380,tt0105695,tt0418689
nm0290581	Larry Franco	1949	\N	producer,assistant_director,actor	tt1521197,tt0084787,tt0116996,tt0082340
nm0612199	Melissa Müller	\N	\N	writer	tt12284432,tt0363163,tt2984400,tt0246430
nm0432622	Traudl Junge	1920	2002	writer,miscellaneous	tt0363163,tt0071075,tt0048295,tt0311320
nm0275264	Joachim Fest	1926	2006	miscellaneous,writer,director	tt0363163,tt0191182,tt1882586,tt6521350
nm0251536	Bernd Eichinger	1949	2011	producer,writer,actor	tt0396171,tt0091605,tt0765432,tt0363163
nm0386570	Oliver Hirschbiegel	1957	\N	director,actor,writer	tt0363163,tt0427392,tt1238291,tt0250258
nm0477810	Juliane Köhler	1965	\N	actress,make_up_department	tt0161860,tt0363163,tt1783422,tt0130444
nm0559890	Ulrich Matthes	1959	\N	actor	tt0411702,tt0127594,tt0363163,tt0806910
nm0487884	Alexandra Maria Lara	1978	\N	actress	tt0976051,tt1981128,tt1979320,tt0363163
nm0004486	Bruno Ganz	1941	2019	actor,director,cinematographer	tt0093191,tt1401152,tt0363163,tt4003440
nm0951598	Stephan Zacharias	1956	\N	composer,music_department,soundtrack	tt0207198,tt0172515,tt0363163,tt0188027
nm0453617	Moo-Ryoung Kim	\N	\N	producer	tt1499666,tt1213856,tt0353969,tt0208995
nm0149223	Seoung-Jae Cha	\N	\N	producer	tt0140825,tt0226663,tt0353969,tt0354668
nm1646563	Sung-bo Shim	\N	\N	writer,director,actor	tt3303728,tt0353969,tt9619406,tt8098546
nm1323286	Kwang-rim Kim	\N	\N	writer	tt0353969
nm1138201	Jae-ho Song	1937	2020	actor	tt0353969,tt1153040,tt0275083,tt0425428
nm1323287	Roe-ha Kim	1965	\N	actor	tt0468492,tt0456912,tt0353969,tt2229372
nm1235292	Kim Sang-kyung	1972	\N	actor	tt4412686,tt0800341,tt0353969,tt3375978
nm1396406	Jong-yun No	\N	\N	producer	tt0353969,tt0390205,tt0402842,tt0423293
nm1566098	Ned Lott	\N	\N	casting_director,miscellaneous,casting_department	tt0087544,tt0385700,tt0449088,tt0347149
nm0218760	Rick Dempsey	\N	\N	miscellaneous,sound_department,producer	tt0347618,tt0347149,tt0104652,tt0087544
nm1168510	Diana Wynne Jones	1934	2011	writer	tt0315647,tt12441478,tt0347149,tt0177448
nm0594271	Akihiro Miwa	1935	\N	actor,soundtrack,executive	tt0119698,tt0063203,tt2261227,tt0347149
nm0309107	Tatsuya Gashûin	1950	\N	actor	tt1483620,tt0347149,tt0245429,tt0169222
nm0454120	Takuya Kimura	1972	\N	actor,soundtrack	tt1477109,tt0483578,tt5084170,tt0212712
nm0047962	Chieko Baishô	1941	\N	actress,soundtrack	tt0073498,tt0347149,tt0066190,tt0081288
nm0004976	Brian Grazer	1951	\N	producer,actor,writer	tt0268978,tt0367279,tt0088161,tt0112384
nm0621586	Sylvia Nasar	1947	\N	writer,miscellaneous	tt2426288,tt0094416,tt0268978,tt2063020
nm0326040	Akiva Goldsman	1962	\N	producer,writer,director	tt0352248,tt0118688,tt12327578,tt0268978
nm0000165	Ron Howard	1954	\N	actor,producer,writer	tt0088933,tt0268978,tt0367279,tt0112384
nm0000438	Ed Harris	1950	\N	actor,producer,director	tt0120382,tt0112384,tt0183659,tt0800308
nm0753526	RZA	1969	\N	soundtrack,actor,composer	tt1258972,tt1053424,tt0266697,tt0765429
nm0000435	Daryl Hannah	1960	\N	actress,producer,director	tt0378194,tt0094291,tt0088161,tt0083658
nm0001016	David Carradine	1936	2009	actor,producer,soundtrack	tt0378194,tt0490086,tt0074235,tt0072856
nm0849222	Yohei Taneda	\N	\N	production_designer,art_director	tt3398268,tt0266697,tt1410063,tt3460252
nm0910237	Graham Walters	\N	\N	visual_effects,producer,production_manager	tt0266543,tt0120623,tt0105629,tt0114709
nm0721675	David Reynolds	\N	\N	writer,actor,miscellaneous	tt0266543,tt0230011,tt0120917,tt0120762
nm0000353	Willem Dafoe	1955	\N	actor,soundtrack,producer	tt5649144,tt0145487,tt6938828,tt7984734
nm1071252	Alexander Gould	1994	\N	actor	tt0401422,tt0439100,tt0266543,tt0462346
nm0001122	Ellen DeGeneres	1958	\N	producer,writer,actress	tt2796782,tt0108761,tt0266543,tt0379623
nm0000983	Albert Brooks	1947	\N	actor,writer,music_department	tt0092699,tt0780504,tt0101698,tt0089504
nm0662748	Walter F. Parkes	1951	\N	producer,writer,director	tt0119654,tt0086567,tt0427470,tt0105435
nm1127221	Stan Redding	\N	\N	writer	tt0264464
nm0007646	Frank Abagnale Jr.	1948	\N	actor,writer,miscellaneous	tt1148756,tt0170980,tt0264464
nm0622288	Jeff Nathanson	1965	\N	writer,miscellaneous,producer	tt1790809,tt0120179,tt0266915,tt0264464
nm0000686	Christopher Walken	1943	\N	actor,soundtrack,producer	tt0264464,tt0427327,tt0077416,tt0114194
nm0216632	Bruno Delbonnel	1957	\N	cinematographer,camera_department,director	tt10095582,tt0344510,tt6412452,tt2042568
nm0862961	Yann Tiersen	1970	\N	composer,soundtrack,music_department	tt0211915,tt1844203,tt1305080,tt0301357
nm0652226	Claudie Ossard	1943	\N	producer,actress	tt0101700,tt0211915,tt0401711,tt1964624
nm0491011	Guillaume Laurant	1961	\N	writer,actor	tt9806192,tt0211915,tt0112682,tt0344510
nm0000466	Jean-Pierre Jeunet	1953	\N	director,writer,producer	tt0211915,tt0344510,tt1149361,tt0101700
nm0186677	Lorella Cravotta	1958	\N	actress	tt0100747,tt0112682,tt0211915,tt1565958
nm0749363	Rufus	1942	\N	actor	tt0074811,tt0211915,tt0112682,tt0101700
nm0440913	Mathieu Kassovitz	1967	\N	actor,director,producer	tt0228786,tt0211915,tt0119116,tt0113247
nm0851582	Audrey Tautou	1976	\N	actress,soundtrack,make_up_department	tt0344510,tt0382625,tt0211915,tt0482088
nm0773685	Hervé Schneid	1956	\N	editor,music_department,editorial_department	tt1259014,tt0344510,tt0211915,tt0101700
nm1154184	Jon Harris	1967	\N	editor,editorial_department,director	tt13823494,tt3661210,tt0435625,tt1542344
nm0362165	Tim Maurice-Jones	\N	\N	cinematographer,camera_department,actor	tt8356942,tt1596365,tt1250777,tt0365686
nm0614373	John Murphy	1965	\N	composer,soundtrack,music_department	tt1877832,tt0463854,tt6334354,tt0448134
nm0891216	Matthew Vaughn	1971	\N	producer,director,writer	tt1270798,tt1250777,tt0375912,tt2802144
nm0005363	Guy Ritchie	1968	\N	writer,director,producer	tt0208092,tt0988045,tt6139732,tt0120735
nm0005068	Vinnie Jones	1965	\N	actor,soundtrack,producer	tt0208092,tt0376994,tt0120735,tt0805570
nm0334318	Stephen Graham	1973	\N	actor,producer,soundtrack	tt1340800,tt1790809,tt0480025,tt0208092
nm0005458	Jason Statham	1967	\N	actor,producer,stunts	tt4779682,tt3079380,tt2820852,tt0479884
nm0524829	Hugo Luczyc-Wyhowski	1957	\N	production_designer,art_department,art_director	tt1045772,tt0301199,tt0208092,tt0188453
nm0006133	James Newton Howard	1951	\N	music_department,composer,soundtrack	tt0468569,tt0360717,tt0368447,tt0480249
nm0578814	Barry Mendel	1963	\N	producer	tt0408306,tt1478338,tt9686708,tt0167404
nm0005086	Kathleen Kennedy	1953	\N	producer,miscellaneous,executive	tt0083866,tt0421715,tt0286106,tt0107290
nm0796117	M. Night Shyamalan	1970	\N	producer,director,writer	tt0368447,tt0167404,tt0286106,tt0452637
nm0001057	Toni Collette	1972	\N	actress,producer,soundtrack	tt0276751,tt0449059,tt7784604,tt0167404
nm0005286	Haley Joel Osment	1988	\N	actor,soundtrack,producer	tt0223897,tt0212720,tt0167404,tt0327137
nm0005714	Tak Fujimoto	1939	\N	cinematographer,camera_department,actor	tt0286106,tt0076759,tt0167404,tt0102926
nm0400542	David A. Hughes	1960	\N	composer,music_department,soundtrack	tt3876702,tt0120596,tt0120735,tt2393827
nm0602941	Nick Moran	1969	\N	actor,producer,writer	tt1201607,tt0926084,tt0246544,tt0120735
nm0002077	Dexter Fletcher	1966	\N	actor,director,producer	tt2481198,tt1083452,tt1727824,tt2066051
nm0002076	Jason Flemyng	1966	\N	actor,producer,soundtrack	tt0118956,tt0120735,tt0311429,tt0421715
nm0398167	Niven Howie	\N	\N	editor,director,assistant_director	tt2403776,tt0120735,tt0363547,tt0371724
nm0775443	Adam Schroeder	\N	\N	producer	tt0162661,tt0158983,tt0120382,tt1706593
nm0271026	Edward S. Feldman	1929	2020	producer,actor,miscellaneous	tt0091129,tt0120382,tt0091209,tt0090329
nm0629272	Andrew Niccol	1964	\N	writer,director,producer	tt0119177,tt1517260,tt1637688,tt0120382
nm0001837	Peter Weir	1944	\N	director,writer,producer	tt0097165,tt0311113,tt1023114,tt0090329
nm0001187	Noah Emmerich	1965	\N	actor,director	tt0404203,tt2149175,tt0120382,tt1520211
nm0001473	Laura Linney	1964	\N	actress,producer,miscellaneous	tt0775529,tt0362269,tt0203230,tt1515193
nm0902129	Burkhard von Dallwitz	1959	\N	composer,music_department,soundtrack	tt1119176,tt0120382,tt1023114,tt0306307
nm0622296	Michael G. Nathanson	\N	\N	producer,production_manager,miscellaneous	tt0112722,tt0119731,tt2582782,tt0119488
nm0586969	Arnon Milchan	1944	\N	producer,miscellaneous,actor	tt0119488,tt2562232,tt2024544,tt1663202
nm0001338	Brian Helgeland	1961	\N	writer,director,producer	tt7991508,tt3569230,tt0453562,tt0183790
nm0255278	James Ellroy	1948	\N	writer,producer,actor	tt0421073,tt0387877,tt0119488,tt0185014
nm0000436	Curtis Hanson	1945	2016	director,producer,writer	tt0388125,tt0119488,tt0104389,tt0185014
nm0000107	Kim Basinger	1953	\N	actress,soundtrack,producer	tt0119488,tt0096895,tt0108525,tt0337921
nm0000025	Jerry Goldsmith	1929	2004	music_department,soundtrack,composer	tt0112715,tt0117731,tt0119488,tt0077269
nm0539342	Parviz Malekzaade	1944	\N	cinematographer	tt0234899,tt0118849,tt1091842,tt1118598
nm0415663	Kayvan Jahanshahi	\N	\N	composer,sound_department,editor	tt0441876,tt0309565,tt7897316,tt0118849
nm0260557	Mohammad Esfandiari	\N	\N	producer	tt0118849
nm0260556	Amir Esfandiari	\N	\N	sound_department,producer	tt1685655,tt0118849,tt1969121,tt1679217
nm0006498	Majid Majidi	1959	\N	director,writer,actor	tt0233841,tt0118849,tt0191043,tt11767722
nm0415412	Nafise Jafar-Mohammadi	\N	\N	actress	tt0118849
nm0781245	Bahare Seddiqi	\N	\N	actress	tt0118849
nm0268488	Amir Farrokh Hashemian	\N	\N	actor	tt0118849
nm0619870	Mohammad Amir Naji	\N	\N	actor	tt9673176,tt0997246,tt0233841,tt0118849
nm0368359	Hassan Hassandoost	1958	\N	editor,editorial_department,sound_department	tt0118849,tt0099729,tt0997246,tt3224288
nm0005909	Brian Tufano	1939	\N	cinematographer,camera_department,director	tt0249462,tt0111149,tt0083658,tt0117951
nm0531602	Andrew Macdonald	1966	\N	producer,actor,executive	tt0117951,tt0111149,tt0470752,tt2763304
nm0388076	John Hodge	1964	\N	writer,actor,producer	tt0117951,tt2763304,tt0111149,tt0163978
nm0920543	Irvine Welsh	1958	\N	writer,producer,actor	tt12759778,tt0117951,tt1450321,tt2763304
nm0000965	Danny Boyle	1956	\N	director,producer,writer	tt1542344,tt0111149,tt1010048,tt0289043
nm0571727	Kevin McKidd	1973	\N	actor,director,soundtrack	tt0117951,tt0280609,tt0320661,tt1217209
nm0001538	Jonny Lee Miller	1972	\N	actor,director,soundtrack	tt0297284,tt0219653,tt0117951,tt0402022
nm0001971	Ewen Bremner	1972	\N	actor,producer,soundtrack	tt2763304,tt0370263,tt0451279,tt0117951
nm0000191	Ewan McGregor	1971	\N	actor,writer,producer	tt0203009,tt2763304,tt0117951,tt1322269
nm0386227	Masahiro Hirakubo	\N	\N	editor,sound_department,producer	tt0449010,tt0111149,tt0117951,tt0163978
nm0374511	Rick Heinrichs	\N	\N	production_designer,art_department,visual_effects	tt0162661,tt2527336,tt0339291,tt0458339
nm0001780	Peter Stormare	1953	\N	actor,writer,producer	tt0355295,tt0120591,tt0360486,tt0116282
nm0000114	Steve Buscemi	1957	\N	actor,producer,director	tt0116282,tt0105236,tt0162346,tt4686844
nm0000531	Frances McDormand	1957	\N	actress,producer,soundtrack	tt5027774,tt1748122,tt0181875,tt0116282
nm0000513	William H. Macy	1950	\N	actor,writer,soundtrack	tt0118749,tt0116282,tt1586680,tt0175880
nm0117779	Pasquale Buba	1946	2018	editor,miscellaneous,editorial_department	tt0112641,tt0077402,tt0113277,tt0108238
nm0005883	Dante Spinotti	1943	\N	cinematographer,camera_department,actor	tt0104691,tt0113277,tt0119488,tt0140352
nm0006106	Elliot Goldenthal	1954	\N	music_department,composer,soundtrack	tt0106697,tt0173840,tt0110148,tt0120679
nm0000520	Michael Mann	1943	\N	producer,writer,director	tt0140352,tt0369339,tt0104691,tt0091474
nm0000685	Jon Voight	1938	\N	actor,producer,writer	tt0064665,tt0068473,tt0118615,tt0089941
nm0325549	William Goldenberg	1959	\N	editor,editorial_department,director	tt0140352,tt0430357,tt1024648,tt1790885
nm0208381	Barbara De Fina	\N	\N	producer,production_manager,miscellaneous	tt0970179,tt0099685,tt0112641,tt0490215
nm0000232	Sharon Stone	1958	\N	actress,producer,soundtrack	tt0108162,tt0114214,tt0112641,tt0103772
nm0274721	Dante Ferretti	1943	\N	production_designer,art_department,set_decorator	tt1130884,tt0408236,tt0217505,tt0970179
nm0199679	Lee Daniel	1962	\N	cinematographer,camera_department,miscellaneous	tt0381681,tt0112471,tt0106677,tt1065073
nm0295947	Fred Frith	1949	\N	composer,music_department,soundtrack	tt5814592,tt0112471,tt0107756,tt6263828
nm0908323	Anne Walker-McBay	\N	\N	producer,casting_director,production_manager	tt0243017,tt0405296,tt0381681,tt1065073
nm0471811	Kim Krizan	1961	\N	actress,writer	tt0381681,tt0243017,tt0106677,tt0112471
nm0000500	Richard Linklater	1960	\N	producer,director,writer	tt2209418,tt0405296,tt0243017,tt1065073
nm0702541	Hanno Pöschl	1949	\N	actor	tt0275127,tt0144061,tt0084565,tt0112471
nm0248600	Andrea Eckert	1958	\N	actress,director,writer	tt0108829,tt0098629,tt0112471,tt1614962
nm0000365	Julie Delpy	1969	\N	actress,writer,director	tt0381681,tt0841044,tt0111507,tt0112471
